:1:LSH Collision Test Results
:2:Hashname,Keybits,Tokenlength
:3:MinHash-32-bitwise,64,7
:4:0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
:5:32,28,25,22,19,16,12,9,6,3,2,2,2,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351562,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390625,0,0.0380859,0,0,0,0
0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0732422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0439453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419922,0,0,0,0,0,0,0.00683594,0,0,0,0,0,0.0371094,0,0,0,0,0,0,0,0.0166016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106445,0
0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0.0810547,0,0.00878906,0.0244141,0,0,0,0,0,0,0.03125,0,0,0.03125,0,0.00195312,0,0,0,0,0,0,0,0,0,0.00878906,0,0,0,0,0,0,0,0.0625,0.046875,0,0,0,0,0,0.0224609,0.0224609,0,0,0,0,0.168945,0,0.101562,0,0,0.03125,0,0.0322266,0.164062,0,0,0,0,0,0.0175781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0.03125,0,0,0,0.0625,0.0742188,0
0,0,0,0,0.0703125,0.0429688,0.0908203,0.166016,0,0,0,0,0.0449219,0.138672,0.117188,0,0.112305,0.0751953,0.0742188,0,0,0.173828,0.103516,0,0.0498047,0.0126953,0,0.114258,0.000976562,0.0332031,0.131836,0.158203,0,0,0,0,0,0.0917969,0,0,0.0810547,0.000976562,0,0,0.046875,0.00390625,0.202148,0.193359,0.0117188,0,0,0.03125,0,0,0.0263672,0.0839844,0,0.03125,0,0,0.1875,0,0.123047,0,0.00195312,0.0380859,0,0.0966797,0.0234375,0,0.0146484,0.0478516,0,0,0.0722656,0.00292969,0,0,0.166992,0.0859375,0.0361328,0.00585938,0.258789,0,0,0.0898438,0.0439453,0.046875,0.0751953,0.161133,0,0.149414,0,0.0205078,0,0.0625,0.0302734,0.0703125,0.137695,0
0.0927734,0.0273438,0.181641,0.0595703,0.0595703,0.15332,0.18457,0.263672,0.0517578,0.0507812,0,0.176758,0.105469,0.462891,0.28125,0,0.0761719,0.0576172,0.00488281,0.126953,0.00878906,0.238281,0.133789,0.111328,0.0390625,0.0703125,0.015625,0.0615234,0.0380859,0.000976562,0.173828,0.192383,0.0771484,0.0078125,0.0673828,0.0703125,0.0214844,0.141602,0.131836,0.206055,0.107422,0.0664062,0.03125,0.0605469,0.266602,0.0634766,0.125977,0.144531,0.177734,0.0625,0,0.0800781,0.03125,0.0283203,0.234375,0.102539,0.119141,0.0351562,0.143555,0.0205078,0.379883,0.0390625,0.0976562,0.0791016,0.03125,0.0332031,0.0419922,0.133789,0.208984,0,0.165039,0.179688,0.179688,0.37793,0.166992,0.149414,0.106445,0.104492,0.354492,0.239258,0.0361328,0.0263672,0.138672,0.00878906,0.143555,0.0732422,0.0478516,0,0.268555,0.172852,0,0.146484,0.0429688,0.0185547,0.0507812,0.112305,0.132812,0.129883,0.253906,0.000976562
0.255859,0.121094,0.328125,0.243164,0.557617,0.152344,0.458008,0.176758,0.292969,0.354492,0.327148,0.330078,0.360352,0.768555,0.561523,0.338867,0.567383,0.176758,0.393555,0.40918,0.413086,0.572266,0.168945,0.217773,0.0849609,0.291016,0.220703,0.489258,0.442383,0.27832,0.233398,0.450195,0.169922,0.169922,0.120117,0.472656,0.177734,0.22168,0.442383,0.490234,0.173828,0.412109,0.241211,0.333008,0.549805,0.349609,0.366211,0.279297,0.357422,0.34082,0.382812,0.261719,0.166016,0.18457,0.402344,0.112305,0.414062,0.480469,0.280273,0.261719,0.430664,0.195312,0.246094,0.467773,0.291992,0.388672,0.157227,0.374023,0.138672,0.325195,0.140625,0.350586,0.118164,0.301758,0.505859,0.288086,0.342773,0.216797,0.725586,0.140625,0.386719,0.200195,0.163086,0.162109,0.0625,0.176758,0.333984,0.272461,0.453125,0.216797,0.272461,0.223633,0.193359,0.177734,0.189453,0.307617,0.249023,0.345703,0.43457,0.157227
0.172852,0.135742,0.480469,0.472656,0.469727,0.447266,0.457031,0.610352,0.28418,0.449219,0.556641,0.727539,0.456055,0.771484,0.614258,0.28418,0.515625,0.345703,0.514648,0.332031,0.546875,0.424805,0.238281,0.321289,0.363281,0.451172,0.177734,0.398438,0.530273,0.329102,0.232422,0.75293,0.426758,0.280273,0.37207,0.49707,0.349609,0.428711,0.326172,0.477539,0.238281,0.611328,0.308594,0.547852,0.5,0.422852,0.539062,0.539062,0.47168,0.550781,0.37793,0.669922,0.337891,0.355469,0.336914,0.393555,0.455078,0.492188,0.674805,0.541016,0.545898,0.302734,0.446289,0.479492,0.408203,0.415039,0.240234,0.589844,0.254883,0.290039,0.495117,0.148438,0.429688,0.572266,0.381836,0.25293,0.501953,0.339844,0.607422,0.443359,0.297852,0.301758,0.261719,0.392578,0.381836,0.208984,0.293945,0.290039,0.65332,0.230469,0.357422,0.487305,0.433594,0.310547,0.506836,0.467773,0.389648,0.25293,0.891602,0.495117
0.374023,0.269531,0.376953,0.481445,0.657227,0.341797,0.482422,0.870117,0.255859,0.4375,0.392578,0.730469,0.461914,0.858398,0.749023,0.344727,0.630859,0.476562,0.339844,0.235352,0.383789,0.571289,0.285156,0.432617,0.211914,0.541992,0.240234,0.362305,0.448242,0.319336,0.306641,0.626953,0.394531,0.335938,0.339844,0.476562,0.291016,0.59668,0.369141,0.496094,0.345703,0.400391,0.321289,0.455078,0.569336,0.22168,0.361328,0.600586,0.494141,0.548828,0.490234,0.46875,0.443359,0.491211,0.546875,0.28125,0.311523,0.670898,0.390625,0.459961,0.421875,0.485352,0.458984,0.53125,0.398438,0.494141,0.236328,0.625977,0.389648,0.357422,0.213867,0.237305,0.485352,0.666992,0.455078,0.166016,0.56543,0.28418,0.550781,0.428711,0.460938,0.369141,0.273438,0.332031,0.418945,0.319336,0.439453,0.475586,0.507812,0.328125,0.308594,0.435547,0.268555,0.483398,0.382812,0.381836,0.401367,0.307617,0.918945,0.37207
0.432617,0.291016,0.272461,0.514648,0.540039,0.492188,0.496094,0.788086,0.273438,0.40918,0.418945,0.649414,0.422852,0.592773,0.685547,0.438477,0.615234,0.448242,0.451172,0.293945,0.498047,0.351562,0.209961,0.410156,0.273438,0.454102,0.373047,0.498047,0.388672,0.461914,0.239258,0.641602,0.322266,0.375977,0.394531,0.404297,0.351562,0.491211,0.452148,0.567383,0.217773,0.486328,0.314453,0.411133,0.487305,0.217773,0.415039,0.487305,0.520508,0.360352,0.566406,0.530273,0.19043,0.428711,0.585938,0.327148,0.492188,0.53418,0.433594,0.369141,0.330078,0.363281,0.527344,0.566406,0.467773,0.290039,0.130859,0.712891,0.337891,0.280273,0.324219,0.294922,0.369141,0.474609,0.401367,0.291992,0.59668,0.425781,0.685547,0.617188,0.43457,0.360352,0.413086,0.248047,0.385742,0.27832,0.455078,0.524414,0.524414,0.510742,0.333008,0.349609,0.275391,0.243164,0.353516,0.482422,0.494141,0.34668,0.811523,0.392578
0.524414,0.563477,0.682617,0.647461,0.545898,0.457031,0.500977,0.775391,0.732422,0.732422,0.46875,0.619141,0.616211,0.948242,0.639648,0.566406,0.486328,0.793945,0.598633,0.479492,0.896484,0.572266,0.492188,0.816406,0.525391,0.621094,0.560547,0.52832,0.674805,0.604492,0.628906,0.640625,0.568359,0.648438,0.571289,0.567383,0.540039,0.510742,0.637695,0.602539,0.483398,0.542969,0.65918,0.605469,0.578125,0.555664,0.730469,0.734375,0.512695,0.750977,0.65625,0.77832,0.558594,0.556641,0.621094,0.621094,0.507812,0.579102,0.602539,0.571289,0.618164,0.771484,0.678711,0.540039,0.603516,0.503906,0.513672,0.523438,0.62793,0.566406,0.709961,0.679688,0.569336,0.94043,0.649414,0.551758,0.745117,0.492188,0.854492,0.606445,0.699219,0.661133,0.555664,0.646484,0.551758,0.592773,0.467773,0.696289,0.582031,0.628906,0.600586,0.866211,0.663086,0.610352,0.492188,0.527344,0.525391,0.639648,0.904297,0.616211
